project_id,project_name,project_category,project_type,state,district,river,river_basin,terrain_type,development_type,climate_zone,elevation_m,capacity_mw,number_of_units,unit_capacity_mw,commissioning_year,project_life_years,gross_head_m,net_head_m,design_flow_m3s,minimum_flow_m3s,maximum_flow_m3s,annual_inflow_mcm,catchment_area_km2,reservoir_volume_mcm,dam_type,dam_height_m,dam_length_m,reservoir_area_km2,tunnel_length_km,tunnel_diameter_m,penstock_length_m,penstock_diameter_m,powerhouse_type,powerhouse_area_m2,excavation_volume_m3,turbine_type,turbine_efficiency,generator_efficiency,design_efficiency,number_of_turbines,number_of_generators,transformer_count,transformer_capacity_mva,crane_capacity_t,penstock_sections,project_complexity_score,terrain_complexity_score,civil_complexity_score,hydro_complexity_score,annual_generation_gwh,capacity_factor,plant_load_factor,availability_factor,annual_operating_hours,construction_duration_months,civil_construction_months,dam_construction_months,tunnel_construction_months,powerhouse_construction_months,electromechanical_installation_months,concrete_m3_per_mw,cement_mt_per_mw,reinforcement_steel_mt_per_mw,structural_steel_mt_per_mw,penstock_steel_mt_per_mw,excavation_m3_per_mw,synthetic_generation_version,generation_seed,source_type
HP-298,Nagarjunasagar Hydro Project Unit-298,Small Hydro,run-of-river,Kerala,Wayanad,Moyar,Cauvery Basin,Mountainous,Greenfield,Alpine,2214.4,24.78,2,12.39,2012,40,140.5,129.8,21.18,3.176,28.678,700.73,136.5,1.7,Concrete Gravity,3.2,17.5,0.17,3.28,3.34,156.6,2.33,Surface,468.8,311150.8,Francis,0.947,0.963,0.912,2,2,2,16.03,152.9,2,3.3,3.4,2.5,4.1,106.21,0.485,48.5,0.928,8129.3,26.8,16.9,10.0,8.5,8.1,6.8,1255.65,439.48,62.8,19.03,20.94,12556.53,v1.0,42,synthetic
HP-299,Nimo Bazgo Hydro Project Unit-299,Small Hydro,run-of-river,Gujarat,Narmada,Tawa,Narmada Basin,Mountainous,Refurbishment,Alpine,2270.3,23.23,3,7.7433,2015,35,226.6,213.9,12.225,1.241,17.474,279.77,215.2,1.4,Barrage/Weir,4.3,26.4,0.14,1.31,2.4,496.7,2.42,Surface,578.3,276490.4,Francis,0.911,0.96,0.875,3,3,3,10.02,93.8,3,4.4,4.8,4.7,3.6,81.64,0.397,39.7,0.919,8050.4,24.9,15.1,9.5,9.0,7.4,6.5,1190.23,416.58,59.67,13.28,19.89,11902.3,v1.0,42,synthetic
HP-300,Kishanganga Hydro Project Unit-300,Small Hydro,run-of-river,Goa,North Goa,Sharavathi,West Flowing Rivers,Plain,Greenfield,Himalayan Sub-tropical,2153.2,21.48,3,7.16,2019,50,177.5,167.7,14.171,2.668,18.441,420.64,639.0,1.3,Concrete Gravity,3.1,14.7,0.13,2.5,3.27,484.2,2.55,Surface,333.7,259543.8,Francis,0.936,0.953,0.892,3,3,3,9.27,176.6,3,3.2,4.5,2.1,3.1,95.06,0.509,50.9,0.947,8295.7,35.2,21.0,13.7,11.0,11.0,9.6,1208.31,422.91,60.77,16.51,20.26,12083.04,v1.0,42,synthetic
HP-301,Parbati Hydro Project Unit-301,Mini Hydro,run-of-river,Jammu & Kashmir,Reasi,Indus,Indus Basin,Plain,Greenfield,Tropical,708.1,0.705,1,0.705,2020,50,89.8,84.8,0.917,0.149,1.166,15.36,14.9,0.025,Trench Intake,11.8,58.4,0.0,0.0,0.0,90.0,0.47,Surface,70.5,12288.5,Francis,0.928,0.951,0.883,1,1,1,0.91,,1,3.3,3.7,1.8,4.4,3.58,0.585,58.5,0.884,7743.8,19.2,11.4,7.5,0.0,5.1,5.4,1742.98,610.07,91.77,28.65,30.64,17430.5,v1.0,42,synthetic
HP-302,Rampur Hydro Project Unit-302,Mini Hydro,run-of-river,Andhra Pradesh,Kurnool,Wainganga,Godavari Basin,Plain,Greenfield,Alpine,2997.1,1.132,2,0.566,2012,35,76.3,71.4,1.691,0.298,2.396,56.49,10.5,0.473,Trench Intake,4.2,24.7,0.05,0.0,0.0,54.4,0.67,Surface,113.2,17757.2,Francis,0.945,0.957,0.904,2,2,2,0.73,,2,3.3,3.2,4.1,2.6,4.96,0.501,50.1,0.91,7971.6,17.7,11.4,7.1,0.0,4.9,4.2,1568.64,549.03,80.39,28.0,26.77,15686.57,v1.0,42,synthetic
HP-303,Rampur Hydro Project Unit-303,Mini Hydro,run-of-river,Andhra Pradesh,Kurnool,Indravati,Godavari Basin,Plain,Greenfield,Tropical,471.9,0.68,1,0.68,2003,40,155.8,149.8,0.531,0.071,0.675,16.34,6.1,0.188,Trench Intake,6.0,27.8,0.02,0.0,0.0,59.9,0.46,Surface,68.0,13273.3,Francis,0.923,0.953,0.88,1,1,1,0.88,,1,3.6,3.9,2.6,4.3,3.45,0.583,58.3,0.907,7945.3,18.3,11.6,6.5,0.0,6.3,4.1,1951.91,683.24,102.94,27.94,34.26,19519.56,v1.0,42,synthetic
HP-304,Shanan Hydro Project Unit-304,Mini Hydro,run-of-river,Assam,Dima Hasao,Kameng,Brahmaputra Basin,Plain,Greenfield,Alpine,3038.7,0.824,1,0.824,2022,50,138.1,130.1,0.722,0.127,0.868,16.32,13.3,0.262,Concrete Gravity,13.1,62.1,0.03,0.0,0.0,27.9,0.31,Surface,82.4,14118.3,Francis,0.923,0.974,0.899,1,1,1,1.07,,1,2.8,4.2,2.8,1.5,3.62,0.502,50.2,0.931,8155.6,18.4,10.7,6.7,0.0,5.5,4.3,1713.35,599.64,89.32,28.28,29.73,17133.86,v1.0,42,synthetic
HP-305,Bhabha Hydro Project Unit-305,Mini Hydro,run-of-river,Sikkim,South Sikkim,Kameng,Brahmaputra Basin,Plain,Greenfield,Tropical,499.6,0.644,1,0.644,2002,50,115.6,110.2,0.687,0.129,0.833,21.25,19.9,0.122,Concrete Gravity,13.4,45.1,0.01,0.0,0.0,36.0,0.71,Surface,64.4,11590.5,Francis,0.943,0.98,0.924,1,1,1,0.83,,1,2.2,1.9,2.4,2.4,2.8,0.495,49.5,0.907,7945.3,18.3,11.4,7.7,0.0,5.1,4.2,1799.84,629.97,95.34,23.76,31.83,17997.67,v1.0,42,synthetic
HP-306,Rongtong Hydro Project Unit-306,Mini Hydro,run-of-river,Arunachal Pradesh,Tawang,Lohit,Brahmaputra Basin,Plain,Greenfield,Alpine,3043.3,1.591,2,0.7955,2004,50,16.5,15.7,11.53,1.346,15.112,227.43,48.0,0.268,Barrage/Weir,11.2,78.8,0.03,0.0,0.0,21.6,0.31,Surface,159.1,25118.3,Kaplan,0.943,0.954,0.9,2,2,2,1.03,,2,3.8,3.5,4.5,3.5,5.54,0.394,39.4,0.926,8111.8,19.2,11.4,7.7,0.0,5.2,4.9,1578.76,552.55,79.64,23.38,26.52,15787.74,v1.0,42,synthetic
HP-307,Tehri Hydro Project Unit-307,Mini Hydro,run-of-river,Uttarakhand,Chamoli,Gandak,Ganga Basin,Mountainous,Greenfield,Himalayan Sub-tropical,907.1,1.007,2,0.5035,2017,50,77.4,74.6,1.555,0.161,1.932,27.17,41.2,0.429,Concrete Gravity,7.9,59.2,0.04,0.0,0.0,70.9,0.78,Surface,100.7,16849.6,Francis,0.926,0.966,0.895,2,2,2,0.65,,2,2.2,2.1,2.8,1.7,4.84,0.545,54.5,0.878,7691.3,21.3,13.7,8.9,0.0,7.4,6.3,1673.29,585.7,86.2,18.07,28.7,16732.47,v1.0,42,synthetic
HP-308,Vishnugad Pipalkoti Hydro Project Unit-308,Mini Hydro,run-of-river,Bihar,Kaimur,Alaknanda,Ganga Basin,Plain,Greenfield,Alpine,2747.0,1.611,1,1.611,2020,40,70.5,66.4,2.701,0.447,3.81,55.09,29.7,0.448,Barrage/Weir,6.2,47.7,0.04,0.0,0.0,39.3,0.3,Surface,161.1,24455.9,Francis,0.939,0.964,0.905,1,1,1,2.08,,1,2.9,4.0,3.0,1.8,5.48,0.385,38.5,0.89,7796.4,19.8,12.8,7.9,0.0,6.4,4.2,1518.06,531.35,76.54,18.13,25.51,15180.57,v1.0,42,synthetic
HP-309,Ratle Hydro Project Unit-309,Mini Hydro,run-of-river,Maharashtra,Pune,Godavari,Godavari Basin,Plain,Greenfield,Alpine,2893.3,0.726,2,0.363,2016,40,183.9,176.4,0.465,0.053,0.691,15.65,26.9,0.074,Barrage/Weir,12.6,85.2,0.01,0.0,0.0,20.8,0.83,Surface,72.6,14048.8,Francis,0.926,0.974,0.902,2,2,2,0.47,,2,3.1,4.3,3.2,1.9,3.29,0.513,51.3,0.915,8015.4,22.8,13.7,9.1,0.0,7.0,5.4,1935.12,677.27,101.65,24.38,33.88,19350.96,v1.0,42,synthetic
HP-310,Ratle Hydro Project Unit-310,Mini Hydro,run-of-river,Himachal Pradesh,Kinnaur,Jhelum,Indus Basin,Hilly,Greenfield,Tropical,726.2,1.61,2,0.805,2009,35,231.8,217.4,0.833,0.131,1.027,14.18,42.1,0.09,Barrage/Weir,13.3,77.8,0.01,0.0,0.0,112.1,0.27,Surface,161.0,25860.3,Francis,0.941,0.969,0.912,2,2,2,1.04,,2,3.7,2.1,4.6,4.5,5.64,0.402,40.2,0.878,7691.3,22.7,13.6,8.1,0.0,7.5,6.6,1606.21,562.17,80.99,24.29,27.02,16062.3,v1.0,42,synthetic
HP-311,Ratle Hydro Project Unit-311,Mini Hydro,run-of-river,Kerala,Wayanad,Bhavani,Cauvery Basin,Plain,Greenfield,Tropical,570.5,1.297,1,1.297,2005,35,218.7,202.0,0.694,0.122,0.862,12.46,39.0,0.34,Barrage/Weir,3.5,17.5,0.03,0.0,0.0,24.2,0.34,Surface,129.7,22162.8,Francis,0.915,0.972,0.889,1,1,1,1.68,,1,3.5,3.0,3.9,3.5,6.88,0.604,60.4,0.878,7691.3,21.3,11.8,8.7,0.0,6.2,5.0,1708.79,598.07,86.97,27.29,28.99,17087.74,v1.0,42,synthetic
HP-312,Nathpa Jhakri Hydro Project Unit-312,Mini Hydro,run-of-river,Kerala,Wayanad,Bhavani,Cauvery Basin,Mountainous,Greenfield,Tropical,170.4,0.29,2,0.145,2020,50,48.0,45.8,0.741,0.147,0.923,15.7,8.2,0.422,Concrete Gravity,4.5,32.6,0.04,0.0,0.0,119.4,0.48,Surface,29.0,8016.8,Francis,0.925,0.974,0.901,2,2,2,0.19,,2,3.1,4.2,3.9,1.3,1.32,0.517,51.7,0.891,7805.2,19.8,12.5,8.5,0.0,5.4,4.9,2764.48,967.59,154.83,47.59,51.72,27644.14,v1.0,42,synthetic
HP-313,Idukki Hydro Project Unit-313,Mini Hydro,run-of-river,Telangana,Nalgonda,Indravati,Godavari Basin,Plain,Greenfield,Alpine,2513.4,1.879,1,1.879,2004,40,233.6,221.7,0.935,0.115,1.261,15.81,30.8,0.04,Concrete Gravity,11.4,39.1,0.0,0.0,0.0,56.9,0.67,Surface,187.9,26621.8,Francis,0.926,0.954,0.883,1,1,1,2.43,,1,4.0,4.3,3.2,4.5,10.11,0.609,60.9,0.874,7656.2,20.3,11.2,8.5,0.0,6.8,4.1,1416.82,495.9,71.0,17.62,23.68,14168.07,v1.0,42,synthetic
HP-314,Vishnugad Pipalkoti Hydro Project Unit-314,Mini Hydro,run-of-river,Himachal Pradesh,Chamba,Chenab,Indus Basin,Mountainous,Greenfield,Himalayan Sub-tropical,2031.0,1.788,2,0.894,2014,50,174.1,160.2,1.254,0.147,1.597,31.15,7.1,0.42,Trench Intake,8.0,24.1,0.04,0.0,0.0,14.9,0.25,Surface,178.8,28241.0,Francis,0.915,0.974,0.891,2,2,2,1.16,,2,2.6,1.9,2.0,4.0,6.77,0.435,43.5,0.9,7884.0,23.4,14.0,9.2,0.0,5.9,4.7,1579.47,552.8,79.31,20.75,26.45,15794.74,v1.0,42,synthetic
HP-315,Ratle Hydro Project Unit-315,Mini Hydro,run-of-river,Kerala,Pathanamthitta,Kabini,Cauvery Basin,Hilly,Greenfield,Himalayan Sub-tropical,1675.9,0.976,2,0.488,2014,35,72.9,69.0,1.566,0.164,2.288,35.39,27.5,0.145,Trench Intake,4.6,23.0,0.01,0.0,0.0,22.6,0.36,Surface,97.6,16385.7,Francis,0.911,0.963,0.877,2,2,2,0.63,,2,3.6,2.7,4.4,3.6,4.44,0.523,52.3,0.905,7927.8,19.6,11.4,8.8,0.0,6.5,5.4,1678.89,587.6,86.68,26.43,28.89,16788.63,v1.0,42,synthetic
HP-316,Kwar Hydro Project Unit-316,Mini Hydro,run-of-river,West Bengal,Darjeeling,Yamuna,Ganga Basin,Hilly,Greenfield,Himalayan Sub-tropical,1726.3,0.768,1,0.768,2022,40,19.5,18.9,4.595,0.506,6.844,126.95,3.2,0.043,Barrage/Weir,2.7,16.0,0.0,0.0,0.0,83.3,0.3,Surface,76.8,14763.5,Francis,0.92,0.951,0.875,1,1,1,0.99,,1,3.4,3.7,3.4,3.1,3.74,0.552,55.2,0.928,8129.3,20.3,11.7,7.1,0.0,5.6,6.1,1922.4,672.79,100.65,21.09,33.59,19223.31,v1.0,42,synthetic
HP-317,Malana Hydro Project Unit-317,Mini Hydro,run-of-river,Karnataka,Uttara Kannada,Koyna,Krishna Basin,Mountainous,Greenfield,Himalayan Sub-tropical,2080.5,1.1,1,1.1,2006,40,153.7,143.8,0.833,0.13,1.073,19.61,20.3,0.059,Barrage/Weir,8.3,64.4,0.01,0.0,0.0,63.4,0.66,Surface,110.0,18706.7,Francis,0.92,0.975,0.897,1,1,1,1.42,,1,2.9,4.0,2.8,2.0,5.04,0.522,52.2,0.886,7761.4,15.1,9.2,6.5,0.0,3.9,4.3,1700.64,595.18,87.27,24.18,29.09,17006.09,v1.0,42,synthetic
HP-318,Sawra Kuddu Hydro Project Unit-318,Mini Hydro,run-of-river,Assam,Karbi Anglong,Dibang,Brahmaputra Basin,Hilly,Greenfield,Tropical,376.0,1.696,1,1.696,2005,50,171.4,166.0,1.132,0.124,1.675,37.91,47.3,0.402,Barrage/Weir,6.8,44.3,0.04,0.0,0.0,77.7,0.61,Surface,169.6,24267.4,Francis,0.93,0.98,0.911,1,1,1,2.19,,1,4.1,3.4,4.5,4.4,5.72,0.385,38.5,0.935,8190.6,19.9,11.5,8.3,0.0,5.0,5.6,1430.84,500.77,71.99,19.22,24.0,14308.61,v1.0,42,synthetic
HP-319,Allain Duhangan Hydro Project Unit-319,Mini Hydro,run-of-river,Kerala,Wayanad,Moyar,Cauvery Basin,Hilly,Greenfield,Himalayan Sub-tropical,1870.4,1.07,2,0.535,2016,40,117.9,114.3,1.095,0.138,1.329,27.09,24.7,0.056,Barrage/Weir,12.9,63.2,0.01,0.0,0.0,19.4,0.68,Surface,107.0,18258.7,Francis,0.914,0.969,0.886,2,2,2,0.69,,2,2.6,1.8,1.8,4.3,5.33,0.57,57.0,0.914,8006.6,23.0,13.0,9.7,0.0,6.7,6.8,1706.45,597.29,87.66,25.33,29.25,17064.21,v1.0,42,synthetic
HP-320,Chhatru Hydro Project Unit-320,Mini Hydro,run-of-river,Kerala,Idukki,Kabini,Cauvery Basin,Mountainous,Greenfield,Himalayan Sub-tropical,1424.2,0.9,2,0.45,2017,50,73.3,69.3,1.469,0.228,1.862,43.26,19.0,0.392,Trench Intake,9.6,70.0,0.04,0.0,0.0,82.4,0.71,Surface,90.0,14987.3,Francis,0.917,0.969,0.889,2,2,2,0.58,,2,4.2,4.4,4.6,3.7,3.7,0.472,47.2,0.882,7726.3,20.1,11.1,7.9,0.0,5.7,4.2,1665.22,582.78,86.33,25.11,28.78,16652.56,v1.0,42,synthetic
HP-321,Srisailam Hydro Project Unit-321,Mini Hydro,run-of-river,Arunachal Pradesh,Tawang,Kopili,Brahmaputra Basin,Hilly,Greenfield,Tropical,101.1,1.126,1,1.126,2008,50,109.0,101.9,1.22,0.175,1.825,28.36,9.3,0.494,Concrete Gravity,7.8,45.9,,0.0,0.0,56.7,0.7,Surface,112.6,19259.8,Francis,0.913,0.959,0.876,1,1,1,1.46,,1,3.3,2.2,4.3,3.3,4.61,0.466,46.6,0.928,8129.3,22.1,14.4,9.7,0.0,7.1,4.7,1710.48,598.67,87.66,27.09,29.22,17104.62,v1.0,42,synthetic
HP-322,Lata Tapovan Hydro Project Unit-322,Mini Hydro,run-of-river,Andhra Pradesh,Kurnool,Pranahita,Godavari Basin,Plain,Greenfield,Tropical,168.0,0.728,1,0.728,2011,40,191.4,180.9,0.462,0.066,0.645,14.92,35.5,0.144,Concrete Gravity,7.4,53.5,0.01,0.0,0.0,61.7,0.79,Surface,72.8,13463.8,Francis,0.946,0.978,0.925,1,1,1,0.94,,1,2.8,1.7,3.1,3.7,3.26,0.511,51.1,0.864,7568.6,23.1,12.7,9.0,0.0,7.7,5.0,1849.45,647.25,97.12,27.75,32.42,18494.23,v1.0,42,synthetic
HP-323,Lata Tapovan Hydro Project Unit-323,Mini Hydro,run-of-river,Punjab,Pathankot,Jhelum,Indus Basin,Mountainous,Greenfield,Himalayan Sub-tropical,1792.3,1.284,1,1.284,2022,50,108.0,101.4,1.467,0.203,1.898,47.91,6.3,0.177,Trench Intake,14.7,103.2,0.02,0.0,0.0,15.4,0.3,Surface,128.4,22207.8,Francis,0.915,0.968,0.886,1,1,1,1.66,,1,3.5,2.1,4.3,4.0,6.71,0.603,60.3,0.94,8234.4,15.1,9.0,5.9,0.0,4.9,3.4,1729.6,605.37,88.08,20.87,29.36,17295.79,v1.0,42,synthetic
HP-324,Ghanvi Hydro Project Unit-324,Mini Hydro,run-of-river,Himachal Pradesh,Kullu,Beas,Indus Basin,Mountainous,Greenfield,Himalayan Sub-tropical,1254.4,1.195,1,1.195,2012,40,16.8,16.3,8.17,1.476,10.536,278.97,14.0,0.033,Trench Intake,15.0,96.2,0.0,0.0,0.0,40.1,0.92,Surface,119.5,19208.5,Kaplan,0.944,0.968,0.914,1,1,1,1.55,,1,2.7,2.9,2.7,2.4,6.01,0.577,57.7,0.944,8269.4,22.7,13.6,9.0,0.0,6.9,4.6,1607.45,562.59,82.09,18.41,27.36,16074.06,v1.0,42,synthetic
HP-325,Parbati Hydro Project Unit-325,Mini Hydro,run-of-river,Uttar Pradesh,Sonbhadra,Bhagirathi,Ganga Basin,Mountainous,Greenfield,Himalayan Sub-tropical,900.1,0.558,2,0.279,2012,35,215.8,207.3,0.307,0.032,0.405,6.78,31.2,0.122,Barrage/Weir,2.1,16.1,0.01,0.0,0.0,56.8,0.88,Surface,55.8,11845.5,Francis,0.915,0.955,0.874,2,2,2,0.36,,2,3.0,2.1,4.0,2.8,2.61,0.538,53.8,0.888,7778.9,17.2,9.6,6.1,0.0,4.4,3.9,2122.76,743.01,113.44,30.82,37.81,21228.49,v1.0,42,synthetic
HP-326,Subansiri Hydro Project Unit-326,Mini Hydro,run-of-river,Tamil Nadu,Central District,Moyar,Cauvery Basin,Plain,Greenfield,Tropical,146.5,1.537,2,0.7685,2018,50,245.8,232.5,0.744,0.089,0.91,19.87,44.4,0.186,Barrage/Weir,14.1,61.6,0.02,0.0,0.0,24.8,0.77,Surface,153.7,22419.5,Francis,0.942,0.976,0.919,2,2,2,0.99,,2,2.7,3.6,2.8,1.8,5.81,0.429,42.9,0.883,7735.1,22.8,13.3,9.0,0.0,7.3,6.2,1458.69,510.54,73.65,16.53,24.53,14586.53,v1.0,42,synthetic
HP-327,Parbati Hydro Project Unit-327,Mini Hydro,run-of-river,Andhra Pradesh,Alluri Sitharama Raju,Indravati,Godavari Basin,Plain,Greenfield,Alpine,2253.6,0.333,1,0.333,2016,40,221.5,210.8,0.179,0.019,0.251,4.28,16.7,0.19,Concrete Gravity,8.1,54.3,0.02,0.0,0.0,105.7,0.88,Surface,33.3,7788.9,Francis,0.913,0.954,0.871,1,1,1,0.43,,1,3.8,2.1,4.7,4.6,1.65,0.564,56.4,0.926,8111.8,23.4,14.6,10.5,0.0,6.9,6.8,2339.04,818.62,129.73,36.34,43.24,23390.09,v1.0,42,synthetic
HP-328,Tidong Hydro Project Unit-328,Mini Hydro,run-of-river,Uttarakhand,Chamoli,Bhagirathi,Ganga Basin,Plain,Greenfield,Tropical,626.1,1.119,1,1.119,2015,40,182.8,171.3,0.772,0.124,1.016,15.78,4.0,0.171,Concrete Gravity,4.5,22.2,0.02,0.0,0.0,119.4,0.98,Surface,111.9,17910.2,Francis,0.923,0.966,0.892,1,1,1,1.45,,1,3.6,4.2,2.2,4.3,4.48,0.453,45.3,0.863,7559.9,21.0,12.9,7.6,0.0,5.4,6.0,1600.54,560.14,82.04,19.21,27.35,16005.54,v1.0,42,synthetic
HP-329,Chutak Hydro Project Unit-329,Mini Hydro,run-of-river,Andhra Pradesh,Alluri Sitharama Raju,Pranahita,Godavari Basin,Mountainous,Greenfield,Himalayan Sub-tropical,911.9,1.906,1,1.906,2017,35,207.6,192.2,1.095,0.177,1.462,33.52,7.1,0.324,Concrete Gravity,11.8,82.6,0.03,0.0,0.0,83.6,0.39,Surface,190.6,30485.0,Francis,0.934,0.954,0.891,1,1,1,2.47,,1,3.2,3.0,3.1,3.5,9.55,0.573,57.3,0.911,7980.4,19.9,12.0,7.3,0.0,6.7,5.4,1599.42,559.81,80.12,24.87,26.71,15994.23,v1.0,42,synthetic
HP-330,Idukki Hydro Project Unit-330,Mini Hydro,run-of-river,Andhra Pradesh,Kurnool,Wainganga,Godavari Basin,Hilly,Greenfield,Alpine,2611.7,0.812,2,0.406,2022,40,56.1,54.0,1.725,0.212,2.303,44.22,13.4,0.398,Barrage/Weir,14.7,116.5,0.04,0.0,0.0,82.5,0.6,Surface,81.2,14407.7,Francis,0.926,0.975,0.903,2,2,2,0.53,,2,4.2,4.6,3.3,4.6,2.82,0.392,39.2,0.912,7989.1,15.7,8.8,6.8,0.0,3.9,3.5,1774.38,621.06,92.61,25.62,30.91,17743.47,v1.0,42,synthetic
HP-331,Sutlej Hydro Project Unit-331,Mini Hydro,run-of-river,Goa,North Goa,Pamba,West Flowing Rivers,Hilly,Greenfield,Alpine,2635.3,0.121,1,0.121,2011,40,202.3,193.3,0.067,0.01,0.099,1.88,32.8,0.052,Concrete Gravity,11.8,81.8,0.01,0.0,0.0,40.4,0.83,Surface,12.1,5683.6,Francis,0.941,0.967,0.91,1,1,1,0.16,,1,2.4,2.0,2.4,2.7,0.56,0.542,54.2,0.869,7612.4,21.3,13.8,8.4,0.0,6.9,6.2,4697.52,1643.8,278.51,68.6,92.56,46971.9,v1.0,42,synthetic
HP-332,Kishanganga Hydro Project Unit-332,Mini Hydro,run-of-river,Odisha,Koraput,Pranahita,Godavari Basin,Plain,Greenfield,Himalayan Sub-tropical,1308.8,0.924,2,0.462,2002,35,18.1,17.0,5.843,0.635,7.17,185.08,49.7,0.12,Trench Intake,2.0,10.5,0.01,0.0,0.0,45.6,0.52,Surface,92.4,16134.0,Kaplan,0.943,0.977,0.921,2,2,2,0.6,,2,2.4,2.4,3.5,1.4,4.16,0.515,51.5,0.878,7691.3,16.0,9.7,6.2,0.0,5.2,4.1,1746.1,611.15,90.48,23.05,30.19,17461.04,v1.0,42,synthetic
HP-333,Allain Duhangan Hydro Project Unit-333,Mini Hydro,run-of-river,Gujarat,Narmada,Narmada,Narmada Basin,Plain,Greenfield,Himalayan Sub-tropical,2086.6,1.981,1,1.981,2011,35,102.2,96.1,2.351,0.253,3.142,53.84,35.3,0.126,Barrage/Weir,14.3,52.4,0.01,0.0,0.0,106.9,0.81,Surface,198.1,28259.0,Francis,0.924,0.975,0.901,1,1,1,2.56,,1,3.7,3.6,3.3,4.1,10.54,0.615,61.5,0.91,7971.6,23.4,15.0,9.1,0.0,6.2,4.9,1426.5,499.29,71.33,14.44,23.78,14265.02,v1.0,42,synthetic
HP-334,Nagarjunasagar Hydro Project Unit-334,Mini Hydro,run-of-river,Odisha,Rayagada,Indravati,Godavari Basin,Hilly,Greenfield,Alpine,2530.6,0.828,1,0.828,2017,50,202.4,189.8,0.486,0.083,0.642,8.93,14.8,0.09,Concrete Gravity,14.3,66.8,0.01,0.0,0.0,74.6,0.56,Surface,82.8,14034.0,Francis,0.942,0.976,0.919,1,1,1,1.07,,1,3.5,4.5,2.2,3.8,4.17,0.578,57.8,0.891,7805.2,18.9,12.0,7.2,0.0,6.2,4.0,1694.93,593.24,88.29,19.44,29.47,16949.28,v1.0,42,synthetic
HP-335,Rongtong Hydro Project Unit-335,Mini Hydro,run-of-river,Goa,North Goa,Periyar,West Flowing Rivers,Plain,Greenfield,Alpine,2885.3,0.855,2,0.4275,2008,35,122.9,117.9,0.852,0.125,1.068,16.06,28.9,0.171,Concrete Gravity,13.5,59.4,0.02,0.0,0.0,16.4,0.59,Surface,85.5,14821.0,Francis,0.936,0.977,0.914,2,2,2,0.55,,2,2.4,3.2,1.8,2.2,4.68,0.618,61.8,0.867,7594.9,19.4,12.5,8.3,0.0,4.9,4.0,1733.45,606.67,90.18,19.3,30.06,17334.5,v1.0,42,synthetic
HP-336,Nathpa Jhakri Hydro Project Unit-336,Mini Hydro,run-of-river,Sikkim,South Sikkim,Subansiri,Brahmaputra Basin,Hilly,Greenfield,Alpine,3141.3,1.695,1,1.695,2010,35,115.4,107.6,1.802,0.351,2.629,43.44,41.4,0.077,Barrage/Weir,2.4,8.1,0.01,0.0,0.0,57.3,0.45,Surface,169.5,24268.1,Francis,0.911,0.979,0.892,1,1,1,2.19,,1,3.6,2.3,3.8,4.7,8.4,0.568,56.8,0.911,7980.4,16.9,10.7,6.2,0.0,5.2,4.2,1431.74,501.12,72.04,19.88,24.01,14317.46,v1.0,42,synthetic
HP-337,Kwar Hydro Project Unit-337,Mini Hydro,run-of-river,Jammu & Kashmir,Baramulla,Sutlej,Indus Basin,Plain,Greenfield,Himalayan Sub-tropical,1695.5,1.913,1,1.913,2015,35,204.1,189.7,1.195,0.206,1.459,24.67,4.2,0.182,Concrete Gravity,10.6,53.2,0.02,0.0,0.0,85.3,0.25,Surface,191.3,27728.9,Francis,0.946,0.956,0.904,1,1,1,2.48,,1,3.7,4.4,4.1,2.5,9.79,0.578,57.8,0.89,7796.4,18.2,10.1,7.9,0.0,6.3,4.4,1449.5,507.32,72.61,22.84,24.2,14494.98,v1.0,42,synthetic
HP-338,Omkareshwar Hydro Project Unit-338,Mini Hydro,run-of-river,Karnataka,Chikmagalur,Tungabhadra,Krishna Basin,Mountainous,Greenfield,Alpine,2580.6,1.929,2,0.9645,2020,40,110.4,106.3,2.071,0.299,2.761,43.5,4.4,0.186,Concrete Gravity,6.4,21.8,0.02,0.0,0.0,115.7,0.33,Surface,192.9,30936.8,Francis,0.933,0.972,0.907,2,2,2,1.25,,2,2.4,1.5,1.3,4.5,6.56,0.39,39.0,0.917,8032.9,14.3,9.3,5.2,0.0,3.9,4.2,1603.78,561.33,80.3,19.96,26.75,16037.74,v1.0,42,synthetic
HP-339,Vyasi Hydro Project Unit-339,Mini Hydro,run-of-river,Telangana,Bhadradri Kothagudem,Pranahita,Godavari Basin,Hilly,Greenfield,Alpine,2228.9,1.389,1,1.389,2005,50,20.6,19.2,8.021,1.458,11.868,232.51,6.0,0.097,Barrage/Weir,13.6,86.1,0.01,0.0,0.0,30.0,0.92,Surface,138.9,23225.2,Kaplan,0.941,0.977,0.919,1,1,1,1.8,,1,2.9,2.7,4.8,1.3,6.64,0.548,54.8,0.865,7577.4,17.4,11.1,7.7,0.0,5.9,4.1,1672.07,585.24,84.81,26.64,28.29,16720.81,v1.0,42,synthetic
