project_id,equipment_type,quantity,capacity_per_unit,unit_of_measure,technology
HP-376,Generator,1,0.0278,MW,Synchronous Hydro Generator
HP-376,Main Transformer,1,0.04,MVA,Step-up Power Transformer
HP-377,Turbine,1,0.0504,MW,Francis
HP-377,Generator,1,0.0504,MW,Synchronous Hydro Generator
HP-377,Main Transformer,1,0.07,MVA,Step-up Power Transformer
HP-378,Turbine,1,0.0161,MW,Cross-flow
HP-378,Generator,1,0.0161,MW,Synchronous Hydro Generator
HP-378,Main Transformer,1,0.02,MVA,Step-up Power Transformer
HP-379,Turbine,1,0.0659,MW,Francis
HP-379,Generator,1,0.0659,MW,Synchronous Hydro Generator
HP-379,Main Transformer,1,0.09,MVA,Step-up Power Transformer
HP-380,Turbine,1,0.0352,MW,Francis
HP-380,Generator,1,0.0352,MW,Synchronous Hydro Generator
HP-380,Main Transformer,1,0.05,MVA,Step-up Power Transformer
HP-381,Turbine,1,0.0018,MW,Francis
HP-381,Generator,1,0.0018,MW,Synchronous Hydro Generator
HP-381,Main Transformer,1,0.0,MVA,Step-up Power Transformer
HP-382,Turbine,1,0.0026,MW,Francis
HP-382,Generator,1,0.0026,MW,Synchronous Hydro Generator
HP-382,Main Transformer,1,0.0,MVA,Step-up Power Transformer
HP-383,Turbine,1,0.0021,MW,Francis
HP-383,Generator,1,0.0021,MW,Synchronous Hydro Generator
HP-383,Main Transformer,1,0.0,MVA,Step-up Power Transformer
HP-384,Turbine,1,0.0006,MW,Francis
HP-384,Generator,1,0.0006,MW,Synchronous Hydro Generator
HP-384,Main Transformer,1,0.0,MVA,Step-up Power Transformer
HP-385,Turbine,1,0.004,MW,Francis
HP-385,Generator,1,0.004,MW,Synchronous Hydro Generator
HP-385,Main Transformer,1,0.01,MVA,Step-up Power Transformer
HP-386,Turbine,1,0.0033,MW,Francis
HP-386,Generator,1,0.0033,MW,Synchronous Hydro Generator
HP-386,Main Transformer,1,0.0,MVA,Step-up Power Transformer
HP-387,Turbine,1,0.0041,MW,Francis
HP-387,Generator,1,0.0041,MW,Synchronous Hydro Generator
HP-387,Main Transformer,1,0.01,MVA,Step-up Power Transformer
HP-388,Turbine,1,0.0042,MW,Francis
HP-388,Generator,1,0.0042,MW,Synchronous Hydro Generator
HP-388,Main Transformer,1,0.01,MVA,Step-up Power Transformer
HP-389,Turbine,1,0.0029,MW,Francis
HP-389,Generator,1,0.0029,MW,Synchronous Hydro Generator
HP-389,Main Transformer,1,0.0,MVA,Step-up Power Transformer
HP-390,Turbine,1,0.0013,MW,Francis
HP-390,Generator,1,0.0013,MW,Synchronous Hydro Generator
HP-390,Main Transformer,1,0.0,MVA,Step-up Power Transformer
HP-391,Turbine,1,0.004,MW,Francis
HP-391,Generator,1,0.004,MW,Synchronous Hydro Generator
HP-391,Main Transformer,1,0.01,MVA,Step-up Power Transformer
HP-392,Turbine,1,0.0014,MW,Francis
HP-392,Generator,1,0.0014,MW,Synchronous Hydro Generator
HP-392,Main Transformer,1,0.0,MVA,Step-up Power Transformer
HP-393,Turbine,1,0.004,MW,Francis
HP-393,Generator,1,0.004,MW,Synchronous Hydro Generator
HP-393,Main Transformer,1,0.01,MVA,Step-up Power Transformer
HP-394,Turbine,1,0.0012,MW,Francis
HP-394,Generator,1,0.0012,MW,Synchronous Hydro Generator
HP-394,Main Transformer,1,0.0,MVA,Step-up Power Transformer
HP-395,Turbine,1,0.0046,MW,Francis
HP-395,Generator,1,0.0046,MW,Synchronous Hydro Generator
HP-395,Main Transformer,1,0.01,MVA,Step-up Power Transformer
HP-396,Turbine,1,0.0006,MW,Francis
HP-396,Generator,1,0.0006,MW,Synchronous Hydro Generator
HP-396,Main Transformer,1,0.0,MVA,Step-up Power Transformer
HP-397,Turbine,1,0.0047,MW,Cross-flow
HP-397,Generator,1,0.0047,MW,Synchronous Hydro Generator
HP-397,Main Transformer,1,0.01,MVA,Step-up Power Transformer
HP-398,Turbine,1,0.0037,MW,Francis
HP-398,Generator,1,0.0037,MW,Synchronous Hydro Generator
HP-398,Main Transformer,1,0.0,MVA,Step-up Power Transformer
HP-399,Turbine,1,0.0048,MW,Francis
HP-399,Generator,1,0.0048,MW,Synchronous Hydro Generator
HP-399,Main Transformer,1,0.01,MVA,Step-up Power Transformer
HP-400,Turbine,1,0.004,MW,Francis
HP-400,Generator,1,0.004,MW,Synchronous Hydro Generator
HP-400,Main Transformer,1,0.01,MVA,Step-up Power Transformer
